network_packet_size,protocol_type,login_attempts,failed_logins,unusual_time_access,ip_reputation_score,session_duration,network_traffic_volume,attack_detected
895,UDP,2,1,0,0.2318,178,1444,0
131,TCP,1,0,0,0.2157,37,1185,0
779,TCP,7,3,1,0.4559,8,525,0
524,ICMP,8,2,0,0.6681,24,517,0
124,HTTP,2,1,0,0.0029,139,4065,0
1116,TCP,1,0,0,0.2429,167,4868,0
275,TCP,9,3,1,0.6162,9,304,0
638,TCP,8,4,0,0.6872,18,585,0
911,UDP,1,0,0,0.143,73,3618,0
1430,UDP,1,0,0,0.0988,44,562,0
433,UDP,3,1,0,0.2304,119,550,0
582,UDP,8,3,0,0.4092,8,705,0
394,UDP,6,2,1,0.5262,15,421,0
829,HTTP,1,1,0,0.0384,50,4270,0
575,TCP,2,0,0,0.1825,107,3192,0
1460,HTTP,1,1,0,0.1878,132,4611,0
789,HTTP,3,1,0,0.1525,79,2519,0
548,HTTP,1,1,0,0.0045,177,538,0
151,UDP,3,0,0,0.1945,116,2446,0
1379,HTTP,3,0,0,0.2397,112,3624,0
321,TCP,1,0,0,0.0107,101,4045,0
4119,TCP,10,6,1,0.9892,2,66966,1
741,TCP,4,4,1,0.5098,27,264,0
395,ICMP,5,4,1,0.5646,21,539,0
482,TCP,8,2,1,0.6747,23,501,0
1422,UDP,2,1,0,0.0734,165,4390,0
556,TCP,6,4,1,0.6176,13,764,0
154,HTTP,1,1,0,0.1252,62,2284,0
617,TCP,9,4,0,0.4717,17,672,0
741,TCP,9,5,0,0.437,7,482,0
1160,HTTP,2,1,0,0.2138,150,4689,0
1128,UDP,3,0,0,0.0783,32,569,0
452,TCP,3,0,0,0.1425,75,3901,0
1445,UDP,1,0,0,0.1562,72,3380,0
419,TCP,1,1,0,0.2016,121,731,0
1827,TCP,21,15,1,0.7745,3,58289,1
904,TCP,1,1,0,0.2056,92,3705,0
312,TCP,3,1,0,0.0106,45,4850,0
5894,TCP,23,13,1,0.9729,5,253176,1
721,UDP,2,0,0,0.1556,76,2660,0
581,TCP,5,2,0,0.4309,17,628,0
107,HTTP,3,0,0,0.2104,43,2463,0
864,TCP,3,1,0,0.0706,79,4989,0
374,TCP,3,0,0,0.235,90,1252,0
680,TCP,1,1,0,0.0526,71,4095,0
3467,TCP,24,6,1,0.9745,4,262487,1
1120,TCP,3,1,0,0.1486,176,4977,0
765,HTTP,1,1,0,0.0211,160,847,0
747,UDP,2,0,0,0.0046,120,3411,0
450,ICMP,7,2,1,0.697,18,545,0
830,TCP,1,0,0,0.1587,87,1745,0
1465,UDP,3,0,0,0.1272,41,2257,0
379,UDP,3,1,0,0.086,45,1429,0
561,ICMP,7,2,1,0.5436,9,773,0
7752,TCP,23,7,1,0.7856,8,130296,1
8549,TCP,20,13,1,0.9019,2,425966,1
139,TCP,1,1,0,0.214,85,1599,0
326,TCP,2,1,0,0.126,128,3929,0
1277,TCP,1,0,0,0.07,97,1338,0
1113,HTTP,3,0,0,0.2113,71,979,0
272,HTTP,1,0,0,0.0737,127,3790,0
1268,UDP,3,0,0,0.1423,111,4192,0
630,TCP,3,0,0,0.163,58,612,0
533,TCP,2,1,0,0.058,132,1549,0
891,TCP,2,1,0,0.1614,65,4242,0
407,TCP,3,1,0,0.1817,174,2633,0
1152,HTTP,2,0,0,0.0438,166,1274,0
286,HTTP,2,1,0,0.1821,110,4074,0
402,HTTP,1,0,0,0.1859,171,4537,0
682,HTTP,2,0,0,0.141,112,1640,0
338,UDP,9,4,0,0.5863,19,107,0
354,HTTP,3,0,0,0.0427,169,2141,0
974,UDP,2,1,0,0.0217,65,2781,0
771,ICMP,6,2,1,0.5495,25,328,0
1191,TCP,2,1,0,0.1194,81,2853,0
1188,UDP,3,0,0,0.0727,47,2553,0
649,UDP,1,1,0,0.0736,43,4735,0
8268,TCP,21,14,1,0.9864,5,236683,1
271,HTTP,3,1,0,0.1935,169,1157,0
6620,ICMP,25,7,1,0.957,6,321399,1
1127,UDP,1,1,0,0.1836,155,4087,0
279,TCP,3,0,0,0.2177,122,1786,0
528,HTTP,3,1,0,0.1223,113,3558,0
1389,UDP,2,0,0,0.0307,81,4097,0
1075,UDP,1,0,0,0.1392,34,3439,0
812,UDP,1,1,0,0.0861,36,2997,0
107,TCP,6,3,0,0.4771,27,202,0
131,ICMP,6,4,1,0.6194,27,185,0
5870,ICMP,14,12,1,0.8806,3,318775,1
513,UDP,8,5,1,0.4252,30,725,0
1143,TCP,2,1,0,0.222,130,3918,0
1483,HTTP,3,1,0,0.1954,168,729,0
1477,UDP,1,1,0,0.1112,90,3471,0
338,UDP,4,2,1,0.6068,6,348,0
1097,TCP,2,0,0,0.229,108,2481,0
5307,ICMP,16,10,1,0.9193,8,490930,1
325,HTTP,3,0,0,0.1615,138,4665,0
796,UDP,3,1,0,0.2196,53,3552,0
543,HTTP,1,1,0,0.2414,150,2089,0
1075,HTTP,3,1,0,0.0561,30,1761,0
412,HTTP,2,0,0,0.1782,110,1330,0
948,TCP,3,1,0,0.221,117,2641,0
756,UDP,4,5,1,0.6254,23,524,0
435,HTTP,2,1,0,0.0013,83,653,0
191,HTTP,1,1,0,0.0767,133,4616,0
1067,UDP,1,0,0,0.237,133,656,0
1416,HTTP,2,0,0,0.2079,151,4556,0
734,UDP,6,5,0,0.4902,19,204,0
760,HTTP,3,0,0,0.1862,59,3512,0
854,UDP,1,0,0,0.0728,164,1073,0
173,UDP,3,1,0,0.0589,50,3571,0
520,TCP,2,0,0,0.0281,151,4304,0
1357,HTTP,3,1,0,0.1048,171,2993,0
434,ICMP,4,2,1,0.6501,7,188,0
225,UDP,2,0,0,0.1117,127,1785,0
1038,UDP,3,0,0,0.0895,62,2284,0
180,ICMP,7,5,0,0.5159,20,747,0
1115,HTTP,1,0,0,0.1139,38,1784,0
1500,HTTP,2,0,0,0.0502,104,3328,0
521,TCP,8,2,0,0.5527,11,437,0
1115,TCP,3,0,0,0.0618,135,3463,0
1017,UDP,1,0,0,0.1442,41,1016,0
151,HTTP,1,1,0,0.097,146,880,0
481,TCP,3,1,0,0.2488,79,3548,0
1390,TCP,2,0,0,0.0179,72,3019,0
1411,ICMP,11,18,1,0.9998,7,287625,1
219,UDP,2,0,0,0.0744,38,1483,0
139,TCP,6,5,0,0.499,17,359,0
654,UDP,9,2,1,0.4766,7,162,0
475,TCP,5,3,0,0.527,28,125,0
778,TCP,6,2,1,0.5863,27,764,0
590,UDP,2,1,0,0.1134,126,4439,0
571,HTTP,3,1,0,0.0167,129,3710,0
1075,TCP,3,0,0,0.165,174,1937,0
250,UDP,3,1,0,0.0867,106,3703,0
1051,UDP,1,1,0,0.0521,140,4066,0
523,TCP,2,0,0,0.2098,115,1696,0
1257,HTTP,3,1,0,0.0214,150,1591,0
1362,TCP,2,1,0,0.2393,32,1658,0
344,HTTP,2,0,0,0.1683,97,4351,0
394,TCP,3,1,0,0.0197,53,2397,0
624,HTTP,3,0,0,0.1986,76,3645,0
233,ICMP,7,4,1,0.4825,21,441,0
187,ICMP,9,3,1,0.6924,27,284,0
235,ICMP,7,2,1,0.6877,9,438,0
910,TCP,2,0,0,0.1118,67,1509,0
1494,TCP,1,1,0,0.03,111,1712,0
789,TCP,9,4,0,0.6952,18,649,0
509,UDP,6,5,1,0.4479,30,783,0
2621,TCP,15,12,1,0.9937,7,370579,1
452,TCP,2,1,0,0.1247,108,4574,0
250,UDP,7,5,0,0.4412,11,705,0
710,UDP,3,0,0,0.2316,35,2107,0
1077,HTTP,3,0,0,0.0414,160,3646,0
1138,HTTP,2,0,0,0.0758,65,3117,0
312,ICMP,9,4,0,0.5865,12,464,0
674,ICMP,7,2,0,0.5709,18,247,0
284,UDP,7,3,1,0.5358,20,239,0
413,TCP,2,0,0,0.176,80,4485,0
1406,TCP,3,0,0,0.0003,152,1138,0
271,TCP,3,1,0,0.015,160,2291,0
154,UDP,3,1,0,0.2034,74,4306,0
427,UDP,3,1,0,0.0861,96,1240,0
605,TCP,3,1,0,0.2306,47,2382,0
1245,HTTP,1,1,0,0.1369,45,4020,0
1235,TCP,3,0,0,0.2198,161,4230,0
790,UDP,2,0,0,0.1085,106,2378,0
661,ICMP,5,3,1,0.5131,23,715,0
816,HTTP,2,1,0,0.0965,57,4300,0
1020,UDP,1,0,0,0.0612,75,2539,0
575,HTTP,1,1,0,0.0642,57,510,0
284,UDP,4,4,0,0.4378,28,503,0
678,TCP,1,0,0,0.1466,93,3430,0
679,TCP,2,0,0,0.2076,172,2789,0
855,HTTP,1,1,0,0.1798,158,1686,0
343,UDP,1,0,0,0.0584,125,1516,0
399,UDP,6,4,0,0.405,28,788,0
834,TCP,1,0,0,0.1119,169,2930,0
1221,TCP,1,1,0,0.0928,91,1116,0
999,UDP,2,1,0,0.0881,93,2766,0
942,TCP,2,1,0,0.0876,177,1300,0
119,HTTP,3,1,0,0.0243,82,1376,0
282,UDP,2,0,0,0.0663,110,580,0
4755,ICMP,14,17,1,0.7831,4,82559,1
431,TCP,1,0,0,0.0332,147,1001,0
266,UDP,1,0,0,0.1781,48,2167,0
329,ICMP,8,2,1,0.47,19,231,0
6707,ICMP,19,9,1,0.8375,5,438062,1
262,ICMP,7,3,0,0.6298,21,706,0
1347,HTTP,1,0,0,0.2476,116,1927,0
71,ICMP,7,4,1,0.6134,14,591,0
2590,ICMP,13,7,1,0.9753,2,412531,1
107,UDP,1,0,0,0.2044,78,1068,0
872,TCP,1,1,0,0.0977,87,1543,0
1161,HTTP,3,0,0,0.1544,172,3129,0
420,UDP,6,3,1,0.6659,14,438,0
501,TCP,6,5,1,0.6211,14,327,0
6453,ICMP,12,18,1,0.9334,3,159895,1
1094,TCP,1,1,0,0.1648,168,509,0
393,TCP,3,1,0,0.0047,105,2897,0
1283,HTTP,2,0,0,0.1827,177,3625,0
905,TCP,1,1,0,0.1031,48,1340,0
362,HTTP,1,1,0,0.2014,75,3953,0
1379,HTTP,3,1,0,0.0249,70,1348,0
598,UDP,3,0,0,0.0437,158,761,0
120,TCP,8,5,1,0.4791,5,615,0
1281,UDP,3,1,0,0.2262,73,2915,0
211,TCP,3,1,0,0.0825,99,638,0
171,HTTP,2,0,0,0.1354,119,712,0
946,TCP,2,1,0,0.1219,58,4518,0
340,TCP,1,0,0,0.204,78,719,0
857,TCP,2,0,0,0.1,113,2819,0
321,TCP,3,0,0,0.2014,66,2347,0
116,ICMP,5,4,0,0.6753,29,717,0
558,HTTP,3,0,0,0.0848,167,1266,0
234,TCP,3,1,0,0.076,110,4198,0
149,ICMP,5,4,0,0.4065,5,350,0
1386,HTTP,2,1,0,0.1982,53,2910,0
898,HTTP,3,0,0,0.1186,136,4297,0
603,TCP,1,1,0,0.2012,64,2807,0
761,UDP,3,1,0,0.1389,162,2065,0
1613,TCP,25,16,1,0.876,2,98665,1
1185,TCP,2,0,0,0.0932,53,2865,0
1296,TCP,2,1,0,0.1402,103,2535,0
684,ICMP,9,5,1,0.4318,18,262,0
1011,HTTP,3,1,0,0.1015,174,4786,0
556,ICMP,4,2,0,0.5368,16,479,0
499,UDP,8,3,0,0.4618,26,153,0
564,HTTP,2,1,0,0.1181,157,2661,0
526,TCP,2,1,0,0.1778,120,2485,0
8364,TCP,16,9,1,0.7577,1,334709,1
1364,UDP,1,1,0,0.087,115,3130,0
1431,HTTP,1,0,0,0.0482,158,1708,0
350,ICMP,4,5,0,0.6504,17,679,0
506,HTTP,1,0,0,0.1813,166,3656,0
1054,UDP,3,0,0,0.1264,59,4942,0
105,TCP,4,5,1,0.5413,22,547,0
3318,ICMP,17,20,1,0.7503,1,213114,1
510,UDP,2,1,0,0.1839,165,557,0
492,UDP,6,3,0,0.5391,19,106,0
955,HTTP,1,0,0,0.1187,78,3650,0
1040,HTTP,1,0,0,0.0367,66,1147,0
2316,ICMP,22,9,1,0.781,7,370977,1
594,UDP,1,1,0,0.1351,41,2422,0
384,UDP,2,1,0,0.2224,141,1719,0
260,UDP,9,2,0,0.635,14,229,0
273,UDP,1,0,0,0.1796,60,4340,0
1340,TCP,3,0,0,0.1655,35,895,0
3172,TCP,14,13,1,0.8525,4,352282,1
291,HTTP,2,0,0,0.0934,131,1327,0
419,HTTP,3,0,0,0.0591,50,3991,0
886,HTTP,1,0,0,0.0097,115,4380,0
4558,ICMP,19,6,1,0.8122,1,183294,1
1359,HTTP,2,1,0,0.0029,59,1176,0
230,TCP,1,1,0,0.2371,46,3071,0
1259,HTTP,1,0,0,0.1174,117,2884,0
108,HTTP,2,0,0,0.0236,147,3413,0
501,UDP,3,1,0,0.2247,173,1042,0
1393,UDP,1,1,0,0.0558,180,1936,0
932,TCP,2,1,0,0.0871,98,3503,0
583,UDP,3,1,0,0.1935,131,1631,0
848,TCP,1,0,0,0.1382,137,2339,0
631,UDP,7,5,1,0.6351,29,483,0
1113,UDP,2,1,0,0.0331,118,2642,0
5957,ICMP,10,14,1,0.86,2,297087,1
980,TCP,2,1,0,0.2214,51,3530,0
306,TCP,7,5,0,0.5302,5,479,0
116,TCP,1,1,0,0.132,101,1156,0
879,HTTP,1,1,0,0.1909,37,4120,0
923,UDP,2,1,0,0.0722,76,1463,0
410,TCP,2,0,0,0.0938,95,4880,0
4335,ICMP,10,14,1,0.7759,5,182677,1
214,ICMP,8,5,0,0.5848,29,659,0
178,TCP,2,0,0,0.1292,133,652,0
778,TCP,9,3,1,0.5727,16,510,0
490,ICMP,5,4,1,0.5433,21,373,0
86,UDP,4,4,0,0.4196,24,293,0
1362,UDP,2,1,0,0.057,171,3575,0
183,HTTP,2,0,0,0.1836,107,1138,0
1188,UDP,3,0,0,0.1905,50,4804,0
253,HTTP,2,1,0,0.0391,122,2788,0
891,TCP,2,0,0,0.2292,152,1309,0
506,TCP,5,4,1,0.4656,20,618,0
881,HTTP,1,0,0,0.1457,97,745,0
278,HTTP,3,0,0,0.0707,57,4577,0
716,ICMP,4,4,0,0.4417,8,566,0
1425,UDP,3,1,0,0.1039,31,3081,0
459,UDP,4,4,0,0.6082,30,560,0
3708,TCP,19,8,1,0.9064,4,214300,1
4854,ICMP,11,13,1,0.8531,6,158175,1
1261,TCP,1,0,0,0.0871,79,2525,0
176,ICMP,5,2,0,0.6276,15,689,0
1213,HTTP,3,0,0,0.0606,98,4023,0
1398,TCP,3,0,0,0.0277,170,663,0
513,HTTP,2,1,0,0.0483,36,1253,0
7269,TCP,25,15,1,0.9245,4,379898,1
964,TCP,1,1,0,0.1274,132,2509,0
4926,TCP,21,11,1,0.8898,2,300447,1
937,HTTP,2,0,0,0.1859,151,4186,0
3407,ICMP,21,11,1,0.9312,2,367670,1
735,HTTP,1,0,0,0.0107,113,999,0
1061,HTTP,1,0,0,0.1614,50,2798,0
1044,UDP,2,0,0,0.1226,143,1102,0
728,ICMP,6,4,0,0.489,22,377,0
512,HTTP,1,1,0,0.1694,65,1295,0
974,HTTP,2,0,0,0.146,149,4696,0
96,TCP,5,3,0,0.4806,23,657,0
730,UDP,2,0,0,0.0817,113,2157,0
346,UDP,6,2,1,0.4489,17,346,0
1172,TCP,2,1,0,0.0256,173,2337,0
267,TCP,6,4,0,0.6698,8,289,0
1110,TCP,2,0,0,0.0541,76,3235,0
6995,ICMP,20,13,1,0.8513,2,436749,1
1307,HTTP,3,0,0,0.1096,45,2899,0
1454,ICMP,25,13,1,0.942,5,466067,1
328,UDP,7,4,1,0.4034,18,488,0
366,TCP,8,3,0,0.4079,7,517,0
1222,HTTP,2,1,0,0.0676,36,3112,0
681,TCP,1,1,0,0.0975,62,4763,0
420,UDP,3,0,0,0.0446,35,1942,0
227,HTTP,3,1,0,0.0467,116,4459,0
220,TCP,1,1,0,0.0451,41,3073,0
637,HTTP,2,1,0,0.0223,75,4274,0
117,TCP,8,5,0,0.5469,9,488,0
895,UDP,3,0,0,0.2431,69,4604,0
4011,ICMP,21,15,1,0.8579,6,292577,1
817,HTTP,3,1,0,0.1154,102,3628,0
1227,HTTP,3,1,0,0.245,82,3700,0
371,ICMP,7,5,1,0.5166,28,225,0
884,TCP,1,1,0,0.1804,50,4050,0
517,ICMP,7,2,0,0.5653,12,227,0
482,ICMP,4,2,1,0.4226,15,702,0
5860,TCP,25,14,1,0.9396,1,257142,1
707,UDP,9,4,1,0.5354,26,511,0
355,HTTP,3,1,0,0.157,126,4202,0
454,UDP,9,3,1,0.5002,21,796,0
1080,UDP,3,1,0,0.0139,175,1867,0
294,UDP,2,0,0,0.0722,147,4751,0
895,UDP,1,0,0,0.2379,78,692,0
311,TCP,5,3,1,0.4638,26,236,0
2701,TCP,17,10,1,0.9882,5,360605,1
634,HTTP,3,1,0,0.1891,132,3417,0
748,UDP,3,0,0,0.1708,55,3640,0
828,TCP,2,1,0,0.1977,113,2133,0
269,UDP,2,1,0,0.1909,53,4505,0
482,UDP,3,0,0,0.0293,104,2523,0
440,UDP,9,5,0,0.6795,15,717,0
1126,UDP,1,1,0,0.0491,171,2748,0
603,HTTP,3,1,0,0.1478,89,1944,0
663,UDP,3,1,0,0.2381,161,1280,0
1238,UDP,1,0,0,0.1794,178,1276,0
6095,ICMP,13,17,1,0.9297,4,114051,1
1427,UDP,1,0,0,0.0152,74,2294,0
1070,UDP,3,1,0,0.2316,115,3960,0
765,ICMP,5,2,0,0.5727,14,547,0
3370,TCP,11,10,1,0.9237,7,183869,1
1097,UDP,2,1,0,0.0412,83,4645,0
735,TCP,1,1,0,0.2182,160,4505,0
993,TCP,3,1,0,0.243,75,4658,0
797,UDP,1,1,0,0.1367,35,4096,0
401,TCP,2,1,0,0.0487,57,1355,0
680,HTTP,2,1,0,0.0282,162,669,0
125,TCP,1,1,0,0.0608,115,600,0
492,HTTP,3,0,0,0.051,163,2618,0
367,TCP,2,0,0,0.119,42,4990,0
261,ICMP,4,2,1,0.6171,7,301,0
141,UDP,1,0,0,0.1906,47,2480,0
538,HTTP,1,0,0,0.2249,74,3646,0
796,UDP,9,2,0,0.465,21,621,0
201,TCP,2,1,0,0.1652,142,2688,0
415,UDP,8,2,1,0.6118,26,177,0
491,HTTP,3,0,0,0.2395,175,4575,0
1261,TCP,2,0,0,0.0022,40,4393,0
150,TCP,1,1,0,0.2393,81,1978,0
289,HTTP,3,1,0,0.0343,127,2324,0
102,UDP,1,1,0,0.1439,176,3813,0
276,TCP,3,1,0,0.1616,48,1759,0
1387,HTTP,2,0,0,0.0855,158,2703,0
1484,UDP,2,0,0,0.0257,158,3007,0
1248,TCP,1,0,0,0.0468,76,3885,0
622,UDP,2,1,0,0.1512,167,2138,0
4760,ICMP,10,6,1,0.8077,1,496288,1
551,HTTP,3,1,0,0.1848,114,1599,0
603,TCP,2,1,0,0.0168,79,2125,0
560,TCP,3,0,0,0.1595,43,1320,0
106,TCP,2,1,0,0.1146,70,3237,0
7497,TCP,16,15,1,0.9617,7,380876,1
554,ICMP,7,3,1,0.495,25,479,0
338,UDP,5,3,1,0.6868,26,688,0
819,UDP,2,1,0,0.1649,100,4132,0
1055,TCP,2,0,0,0.2284,34,2704,0
2737,ICMP,11,18,1,0.9317,3,223574,1
109,HTTP,3,0,0,0.1432,108,4661,0
838,UDP,3,1,0,0.0318,30,3707,0
374,UDP,3,0,0,0.1026,150,1010,0
1190,HTTP,1,1,0,0.1422,148,4353,0
898,HTTP,1,0,0,0.1536,113,1986,0
779,ICMP,6,2,1,0.6369,29,385,0
423,HTTP,3,1,0,0.2067,161,3186,0
209,HTTP,3,1,0,0.024,52,1726,0
1182,TCP,1,1,0,0.1161,34,2269,0
1014,TCP,3,0,0,0.0797,48,2109,0
979,HTTP,3,1,0,0.0007,176,1928,0
540,ICMP,5,4,0,0.545,25,594,0
325,HTTP,1,0,0,0.2326,47,4369,0
273,TCP,4,5,1,0.5881,16,541,0
453,HTTP,3,0,0,0.2373,32,2514,0
683,UDP,3,1,0,0.0331,173,836,0
525,UDP,2,1,0,0.1259,138,2770,0
1011,TCP,1,1,0,0.202,170,1302,0
329,ICMP,9,2,1,0.4899,11,201,0
1311,TCP,2,1,0,0.235,126,767,0
566,TCP,2,0,0,0.0363,105,2496,0
1665,TCP,21,14,1,0.9587,6,274669,1
1356,HTTP,1,1,0,0.1211,76,2958,0
1021,TCP,1,0,0,0.0007,96,2512,0
8805,ICMP,21,8,1,0.9883,6,282417,1
157,UDP,1,1,0,0.133,58,2805,0
278,TCP,2,0,0,0.222,71,1114,0
642,ICMP,4,4,0,0.6262,23,448,0
429,HTTP,2,0,0,0.036,140,2289,0
1321,UDP,3,1,0,0.1529,119,2807,0
472,HTTP,3,0,0,0.1577,169,659,0
725,TCP,1,0,0,0.2169,171,4408,0
430,ICMP,4,3,0,0.4851,17,583,0
627,TCP,2,0,0,0.0528,64,2781,0
747,TCP,2,1,0,0.0924,42,3633,0
79,HTTP,1,0,0,0.1676,84,3975,0
977,TCP,3,1,0,0.1981,72,3981,0
301,UDP,3,0,0,0.0773,74,1478,0
491,UDP,1,0,0,0.0443,103,3530,0
1416,UDP,2,0,0,0.1353,146,1758,0
1139,UDP,1,1,0,0.2243,33,1030,0
646,ICMP,5,2,0,0.5894,20,686,0
708,UDP,3,0,0,0.2094,56,2746,0
358,TCP,9,3,0,0.5608,14,780,0
302,ICMP,7,4,0,0.6272,8,515,0
793,HTTP,2,1,0,0.0499,104,2164,0
244,TCP,2,0,0,0.0927,39,3648,0
1162,HTTP,1,0,0,0.2183,93,965,0
1376,HTTP,1,0,0,0.0331,40,2391,0
722,TCP,2,0,0,0.0162,155,1073,0
1056,TCP,3,0,0,0.1383,147,3014,0
750,HTTP,2,0,0,0.1717,133,1731,0
1043,UDP,2,0,0,0.135,30,3649,0
900,UDP,1,0,0,0.0135,88,3220,0
410,UDP,2,1,0,0.0355,92,4453,0
591,TCP,3,0,0,0.2455,45,3556,0
433,UDP,8,4,1,0.4959,18,542,0
766,UDP,2,0,0,0.0396,95,1496,0
194,HTTP,2,0,0,0.1187,114,4198,0
668,HTTP,2,0,0,0.1171,49,1653,0
716,UDP,1,1,0,0.1435,73,1083,0
1132,UDP,1,0,0,0.22,174,3471,0
3076,TCP,23,18,1,0.8933,1,367794,1
400,ICMP,8,2,0,0.5902,21,372,0
756,HTTP,2,1,0,0.1993,64,4444,0
653,HTTP,3,0,0,0.0185,118,2950,0
1306,TCP,2,0,0,0.1759,126,1879,0
646,ICMP,8,5,1,0.498,15,715,0
8586,TCP,19,9,1,0.9215,7,62571,1
1308,UDP,1,0,0,0.1297,156,2272,0
378,UDP,3,1,0,0.0554,76,1062,0
1064,HTTP,3,1,0,0.1152,120,1886,0
88,UDP,2,0,0,0.0967,175,3947,0
229,HTTP,2,0,0,0.0993,68,4892,0
3147,ICMP,15,16,1,0.8837,8,423786,1
375,UDP,1,1,0,0.107,152,4382,0
796,HTTP,1,0,0,0.025,91,2683,0
133,UDP,2,1,0,0.0751,51,989,0
206,HTTP,1,1,0,0.0865,34,2849,0
1121,HTTP,3,1,0,0.1119,63,3277,0
7713,TCP,12,19,1,0.8124,6,61178,1
1257,HTTP,3,0,0,0.0639,45,2826,0
700,HTTP,1,1,0,0.0919,86,2295,0
270,UDP,5,3,1,0.4197,6,428,0
421,TCP,2,1,0,0.2004,110,3989,0
367,TCP,5,3,0,0.6926,13,490,0
332,UDP,5,5,1,0.5274,12,527,0
418,HTTP,3,1,0,0.2346,160,4221,0
563,HTTP,1,1,0,0.1433,85,4079,0
1490,HTTP,1,1,0,0.054,83,2065,0
304,ICMP,7,3,1,0.5795,29,305,0
620,TCP,4,4,1,0.5483,19,200,0
1438,TCP,2,0,0,0.0394,59,624,0
876,HTTP,2,1,0,0.0572,43,575,0
845,UDP,1,1,0,0.1488,69,1939,0
1072,HTTP,3,0,0,0.0962,178,3955,0
190,UDP,9,2,1,0.5304,28,407,0
1351,TCP,1,1,0,0.071,139,3004,0
337,ICMP,7,4,1,0.5236,20,688,0
101,TCP,3,1,0,0.2012,33,1060,0
598,UDP,3,1,0,0.1528,59,1978,0
255,TCP,3,1,0,0.2131,67,3286,0
4640,ICMP,12,8,1,0.9062,6,235326,1
77,UDP,6,5,1,0.6599,21,297,0
266,ICMP,7,3,1,0.6638,30,464,0
1375,HTTP,3,0,0,0.0694,109,1147,0
2890,TCP,17,10,1,0.9094,6,476385,1
108,TCP,1,1,0,0.2023,53,3216,0
1062,TCP,1,0,0,0.0542,63,882,0
1864,ICMP,12,14,1,0.8126,7,318266,1
4206,TCP,21,13,1,0.8044,8,414315,1
383,UDP,1,1,0,0.1612,171,2320,0
4054,ICMP,12,14,1,0.9491,3,376363,1
1365,TCP,3,0,0,0.0718,42,2935,0
280,ICMP,8,3,1,0.5813,7,718,0
334,TCP,3,0,0,0.1481,71,4771,0
185,HTTP,2,1,0,0.1492,73,3151,0
295,UDP,3,0,0,0.2079,60,2876,0
838,HTTP,1,0,0,0.0377,116,4045,0
1307,UDP,2,1,0,0.0539,161,1432,0
610,UDP,4,2,1,0.6635,19,732,0
1409,ICMP,25,19,1,0.9746,6,139417,1
847,HTTP,1,0,0,0.2,135,3392,0
1380,TCP,1,0,0,0.1578,82,4003,0
146,HTTP,2,1,0,0.1691,69,4557,0
249,HTTP,1,1,0,0.0546,96,757,0
324,TCP,3,0,0,0.0702,58,4313,0
6687,ICMP,11,11,1,0.8468,7,334556,1
4235,ICMP,14,6,1,0.8337,6,205454,1
749,TCP,5,2,1,0.4276,9,646,0
312,TCP,1,0,0,0.0327,132,3549,0
1410,TCP,1,1,0,0.1419,98,933,0
1333,HTTP,1,1,0,0.2282,66,2402,0
1062,UDP,3,0,0,0.1173,53,4511,0
2273,ICMP,11,6,1,0.8195,1,139244,1
812,HTTP,3,0,0,0.1907,48,636,0
327,HTTP,2,0,0,0.1008,111,4737,0
754,TCP,2,0,0,0.1014,99,4970,0
1114,HTTP,3,0,0,0.1965,88,1306,0
257,UDP,9,3,0,0.5167,30,299,0
658,HTTP,3,0,0,0.2007,125,4754,0
584,TCP,7,2,0,0.4081,11,425,0
843,UDP,2,1,0,0.215,139,3001,0
590,ICMP,7,4,1,0.5455,18,754,0
674,TCP,3,0,0,0.1113,151,1669,0
187,TCP,1,0,0,0.117,128,2039,0
2083,ICMP,19,7,1,0.8373,4,281110,1
1125,TCP,2,0,0,0.2074,94,2975,0
1402,TCP,2,0,0,0.1124,119,1212,0
201,UDP,1,0,0,0.0056,117,1395,0
442,UDP,2,1,0,0.0466,41,2656,0
1242,TCP,1,0,0,0.0902,137,3725,0
289,ICMP,4,3,1,0.4549,13,423,0
80,HTTP,2,0,0,0.0153,74,1443,0
1386,TCP,1,1,0,0.047,84,2973,0
334,TCP,2,1,0,0.0354,59,3066,0
190,UDP,6,3,0,0.6607,17,751,0
265,TCP,1,0,0,0.0228,124,3047,0
858,HTTP,1,1,0,0.0274,47,3341,0
1726,TCP,14,16,1,0.9646,5,131192,1
398,UDP,3,0,0,0.1162,51,3336,0
388,TCP,2,0,0,0.0247,155,1521,0
488,TCP,7,4,1,0.4654,22,619,0
1356,TCP,2,1,0,0.176,126,981,0
1214,TCP,3,0,0,0.1146,37,1235,0
919,UDP,3,1,0,0.111,129,4297,0
838,UDP,1,0,0,0.0041,163,4631,0
2352,TCP,16,12,1,0.9273,7,81870,1
70,TCP,1,1,0,0.232,146,2769,0
522,UDP,3,1,0,0.1782,100,3971,0
760,TCP,9,5,0,0.6215,24,112,0
1090,HTTP,1,0,0,0.1439,95,1849,0
770,UDP,1,1,0,0.1696,154,4816,0
774,ICMP,7,2,1,0.4733,5,757,0
686,TCP,1,1,0,0.2337,87,3334,0
7982,ICMP,10,9,1,0.8188,5,344635,1
602,HTTP,3,1,0,0.2245,132,3465,0
146,ICMP,5,2,1,0.4822,6,110,0
414,HTTP,3,1,0,0.2106,174,837,0
1433,UDP,1,0,0,0.1683,35,1495,0
720,UDP,1,1,0,0.2362,54,2402,0
